CHROM	POS	WEIR_AND_COCKERHAM_FST	locus.length	pop0.samples	pop1.samples
dDocent_Contig_2472	62	-0.0400346	190	12	22
dDocent_Contig_2476	69	-0.0148664	190	21	29
dDocent_Contig_2477	160	0	190	12	24
dDocent_Contig_2478	13	0.543943	190	9	20
dDocent_Contig_248	74	0.0426169	190	13	23
dDocent_Contig_2483	70	-0.0740741	190	6	3
dDocent_Contig_2484	34	0.134618	190	17	26
dDocent_Contig_2485	131	0.0655719	190	8	20
dDocent_Contig_2486	13	0	190	11	21
dDocent_Contig_2487	40	0.172659	190	21	29
dDocent_Contig_2490	19	0.0531525	190	9	21
dDocent_Contig_2493	10	0.0852391	190	5	11
dDocent_Contig_2495	35	0.408052	190	21	29
dDocent_Contig_2496	111	0.248886	190	10	19
dDocent_Contig_2498	66	0.218464	190	16	21
dDocent_Contig_25	22	0	190	19	29
dDocent_Contig_2500	18	0.00138598	190	19	20
dDocent_Contig_2502	62	0.0151666	190	21	29
dDocent_Contig_2509	9	0	190	7	11
dDocent_Contig_2510	12	0.112545	190	13	19
dDocent_Contig_2511	8	0.0625826	190	8	21
dDocent_Contig_2516	37	0.0837916	190	19	26
dDocent_Contig_2526	11	0.36488	190	21	29
dDocent_Contig_2527	14	-0.0265077	190	8	18
dDocent_Contig_253	178	0.0181917	190	21	29
dDocent_Contig_2532	113	0.431285	190	6	9
dDocent_Contig_2534	42	0.0389271	190	19	25
dDocent_Contig_2542	33	0	190	12	21
dDocent_Contig_2544	57	0.100696	190	9	19
dDocent_Contig_2551	23	0.0146726	190	16	25
dDocent_Contig_2552	17	-0.011002	190	15	11
dDocent_Contig_2554	13	0.261027	190	12	21
dDocent_Contig_2555	23	0.0271196	190	8	12
dDocent_Contig_2556	21	0.0116419	190	19	29
dDocent_Contig_2559	19	0.0115747	190	21	29
dDocent_Contig_256	30	0.0477509	190	8	16
dDocent_Contig_2560	62	0.150562	190	17	28
dDocent_Contig_2562	107	0.100966	190	21	29
dDocent_Contig_2566	160	0	190	5	13
dDocent_Contig_2572	60	0.213416	190	10	21
dDocent_Contig_2574	17	0.00163841	190	21	29
dDocent_Contig_2576	32	0.021578	190	13	22
dDocent_Contig_2577	16	0.00571551	190	21	29
dDocent_Contig_2578	19	0.24831	190	21	29
dDocent_Contig_2579	21	0.119396	190	20	23
dDocent_Contig_2580	34	0.107496	190	17	16
dDocent_Contig_2581	111	1.27E-05	190	21	29
dDocent_Contig_2582	21	0.161314	190	16	22
dDocent_Contig_2584	122	0.195846	190	21	29
dDocent_Contig_2590	34	0.219745	190	11	23
dDocent_Contig_2592	156	0.107945	190	21	29
dDocent_Contig_2594	23	0.0352155	190	21	29
dDocent_Contig_2595	175	0.0669244	190	14	23
dDocent_Contig_2596	30	0.0188679	190	6	3
dDocent_Contig_2597	59	0.23453	190	21	29
dDocent_Contig_26	114	-0.0264666	190	15	24
dDocent_Contig_260	9	0	190	4	9
dDocent_Contig_2602	38	0.334092	190	18	27
dDocent_Contig_2605	32	0.0658428	190	21	29
dDocent_Contig_2607	21	0.0490754	190	18	28
dDocent_Contig_2612	10	0.00631336	190	21	29
dDocent_Contig_2613	106	0	190	6	1
dDocent_Contig_2614	17	0.131961	190	12	19
dDocent_Contig_2616	40	-0.4375	190	6	1
dDocent_Contig_2617	38	0.0790099	190	19	29
dDocent_Contig_262	10	0	190	12	3
dDocent_Contig_2620	33	0	190	7	11
dDocent_Contig_2625	22	-0.0116279	190	21	29
dDocent_Contig_2626	45	0	190	7	4
dDocent_Contig_2628	52	0.105472	190	21	29
dDocent_Contig_263	26	-0.0248291	190	8	16
dDocent_Contig_2630	16	-0.00550801	190	21	29
dDocent_Contig_2631	9	0.0215602	190	8	12
dDocent_Contig_2632	8	0.0658428	190	21	29
dDocent_Contig_2633	15	0.112007	190	19	29
dDocent_Contig_2637	67	0.117598	190	16	17
dDocent_Contig_264	70	0	190	11	12
dDocent_Contig_2643	28	0.394339	190	21	29
dDocent_Contig_2644	67	-0.0286354	190	18	22
dDocent_Contig_2647	129	0.36619	190	17	27
dDocent_Contig_2649	18	0	190	7	13
dDocent_Contig_2651	152	0	190	9	20
dDocent_Contig_2652	14	-0.0348231	190	9	18
dDocent_Contig_2653	23	-0.00657895	190	9	9
dDocent_Contig_2655	73	0.140081	190	8	11
dDocent_Contig_2656	64	-0.0139775	190	21	29
dDocent_Contig_2658	14	0.30702	190	14	19
dDocent_Contig_2659	23	0.00706714	190	21	28
dDocent_Contig_266	13	-0.0356016	190	9	18
dDocent_Contig_2661	24	0.0560166	190	10	14
dDocent_Contig_2663	9	0.0237326	190	21	29
dDocent_Contig_2666	12	-0.00481687	190	21	27
dDocent_Contig_2671	11	0.041211	190	19	14
dDocent_Contig_2676	48	-0.0173375	190	12	27
dDocent_Contig_2677	33	0.178334	190	16	26
dDocent_Contig_2683	101	0.402533	190	21	29
dDocent_Contig_2684	8	0.179518	190	10	17
dDocent_Contig_2686	46	0.112628	190	10	20
dDocent_Contig_2688	63	0.00960655	190	19	27
dDocent_Contig_2689	42	0.00078596	190	21	29
dDocent_Contig_2693	15	0	190	12	21
dDocent_Contig_2694	27	0.34375	190	7	3
dDocent_Contig_2696	24	0.00795021	190	21	29
dDocent_Contig_270	9	0.0302828	190	18	23
dDocent_Contig_2703	106	-0.0311958	190	10	14
dDocent_Contig_2704	39	0	190	21	29
dDocent_Contig_2705	79	0.0561382	190	10	17
dDocent_Contig_2707	20	-0.00107302	190	5	18
dDocent_Contig_2708	161	0.3657	190	13	15
dDocent_Contig_2713	98	0.174297	190	9	15
dDocent_Contig_2715	14	-0.0153021	190	9	13
dDocent_Contig_2716	15	-0.00365286	190	21	29
dDocent_Contig_2717	30	0.0436419	190	18	25
dDocent_Contig_2719	8	0.00522417	190	21	26
dDocent_Contig_272	9	0.0597196	190	7	8
dDocent_Contig_2720	17	-0.00893931	190	17	27
dDocent_Contig_2722	8	-0.021865	190	18	25
dDocent_Contig_2723	60	0.0714262	190	21	29
dDocent_Contig_2726	16	0.187538	190	8	15
dDocent_Contig_273	36	0.00676257	190	20	26
dDocent_Contig_2735	118	0	190	9	20
dDocent_Contig_2742	30	-0.363636	190	7	1
dDocent_Contig_2744	30	0	190	9	10
dDocent_Contig_2746	168	0.267686	190	9	19
dDocent_Contig_2749	119	0.838385	190	9	18
dDocent_Contig_275	70	0.00706714	190	21	28
dDocent_Contig_2750	13	0.347862	190	14	20
dDocent_Contig_2757	111	0.25	190	6	6
dDocent_Contig_2758	34	0	190	6	11
dDocent_Contig_276	27	1.20E-16	190	6	6
dDocent_Contig_2761	145	0.00794496	190	11	13
dDocent_Contig_277	9	8.33E-17	190	3	3
dDocent_Contig_2770	60	0	190	18	25
dDocent_Contig_2771	20	0.0242248	190	12	26
dDocent_Contig_2773	14	0.00445205	190	9	17
dDocent_Contig_2774	37	0.190727	190	15	17
dDocent_Contig_2776	11	0.00136178	190	10	20
dDocent_Contig_2777	74	0.199904	190	8	13
dDocent_Contig_2779	73	0.697993	190	21	29
dDocent_Contig_2782	65	-0.0187124	190	21	29
dDocent_Contig_2783	45	0	190	9	14
dDocent_Contig_2785	26	0.0454281	190	12	18
dDocent_Contig_2786	69	0.178927	190	12	8
dDocent_Contig_2787	30	0.00665983	190	16	26
dDocent_Contig_279	13	0.195163	190	13	26
dDocent_Contig_2791	15	0.134253	190	18	25
dDocent_Contig_2792	37	-0.0180369	190	16	11
dDocent_Contig_2793	46	0.209825	190	8	14
dDocent_Contig_2795	52	0.670558	190	8	13
dDocent_Contig_2796	11	0	190	11	19
dDocent_Contig_280	24	0.254229	190	14	26
dDocent_Contig_2802	13	0.0146726	190	16	25
dDocent_Contig_2805	65	0	190	12	17
dDocent_Contig_2809	148	0.0641972	190	19	29
dDocent_Contig_2810	9	0.20589	190	21	29
dDocent_Contig_2812	19	0	190	15	19
dDocent_Contig_2813	21	0.0719891	190	20	29
dDocent_Contig_2816	126	0.023702	190	6	15
dDocent_Contig_2818	77	0.134379	190	21	29
dDocent_Contig_2819	180	0.12172	190	19	22
dDocent_Contig_282	10	-0.0145332	190	13	25
dDocent_Contig_2822	11	-0.0120217	190	8	10
dDocent_Contig_283	16	-1.14E-16	190	3	3
dDocent_Contig_2830	16	0.212019	190	7	20
dDocent_Contig_2833	155	0.0418564	190	7	12
dDocent_Contig_2834	46	0	190	7	1
dDocent_Contig_2836	9	0.258433	190	17	23
dDocent_Contig_284	9	-0.0210574	190	9	17
dDocent_Contig_2840	12	-0.0251734	190	21	29
dDocent_Contig_2842	10	0.261617	190	21	29
dDocent_Contig_2844	46	0	190	21	29
dDocent_Contig_2846	32	0.00795021	190	21	29
dDocent_Contig_2847	11	0.343663	190	21	29
dDocent_Contig_2849	104	0.267587	190	7	8
dDocent_Contig_285	9	0.787941	190	21	29
dDocent_Contig_2853	138	0.00494211	190	16	14
dDocent_Contig_2856	71	0.116652	190	17	27
dDocent_Contig_2857	58	0.307965	190	11	17
dDocent_Contig_2860	72	0	190	20	27
dDocent_Contig_2861	30	0	190	13	22
dDocent_Contig_2862	8	-0.00681216	190	21	29
dDocent_Contig_2863	39	0.103347	190	21	29
dDocent_Contig_2865	22	1.20E-16	190	6	6
dDocent_Contig_2866	78	-0.00140721	190	21	29
dDocent_Contig_2869	57	0.143838	190	21	29
dDocent_Contig_2872	139	0.0599669	190	21	29
dDocent_Contig_2873	109	0.0804234	190	17	23
dDocent_Contig_2874	57	0.152915	190	8	12
dDocent_Contig_2877	28	0.0985386	190	21	29
dDocent_Contig_2879	161	0.425622	190	5	7
dDocent_Contig_2880	27	0.0624661	190	13	19
dDocent_Contig_2881	8	0.138263	190	16	17
dDocent_Contig_2884	45	0.00795021	190	21	29
dDocent_Contig_2886	172	0.23343	190	21	29
dDocent_Contig_2887	114	0.0215237	190	12	29
dDocent_Contig_2888	58	0.215011	190	21	29
dDocent_Contig_2891	41	0	190	8	15
dDocent_Contig_2892	17	0.262544	190	6	12
dDocent_Contig_2902	42	0.136566	190	21	29
dDocent_Contig_2903	24	0.298335	190	9	13
dDocent_Contig_2905	40	0.0704934	190	21	29
dDocent_Contig_2907	28	0.390705	190	5	14
dDocent_Contig_2908	11	0.154448	190	9	12
dDocent_Contig_2909	83	0.355376	190	10	17
dDocent_Contig_2910	17	-0.00570639	190	19	25
dDocent_Contig_2914	103	0.263988	190	21	29
dDocent_Contig_2917	160	0.499451	190	2	12
dDocent_Contig_2918	8	0.258744	190	8	12
dDocent_Contig_292	9	-0.0478677	190	4	7
dDocent_Contig_2920	8	-0.0740741	190	6	3
dDocent_Contig_2922	134	-0.134904	190	5	2
dDocent_Contig_2924	73	0	190	10	12
dDocent_Contig_2925	24	-0.00391793	190	20	24
dDocent_Contig_2926	79	-0.0177646	190	11	22
dDocent_Contig_2927	111	0.0897432	190	11	19
dDocent_Contig_2930	13	0.0240319	190	16	13
dDocent_Contig_2931	175	0.0150574	190	21	29
dDocent_Contig_2932	109	0.110891	190	18	25
dDocent_Contig_2933	24	0.0209901	190	11	7
dDocent_Contig_2935	15	0.132945	190	20	29
dDocent_Contig_2936	122	0.0250142	190	12	21
dDocent_Contig_2937	20	0.125605	190	21	29
dDocent_Contig_2946	23	0.198231	190	14	26
dDocent_Contig_2949	32	0.227518	190	15	17
dDocent_Contig_295	9	-0.0572687	190	8	21
dDocent_Contig_2950	11	0.0558433	190	21	29
dDocent_Contig_2952	41	0.133513	190	8	15
dDocent_Contig_2954	104	0.103293	190	9	11
dDocent_Contig_2956	14	0.0358573	190	18	21
dDocent_Contig_2959	121	0.0398418	190	18	23
dDocent_Contig_2962	32	0.0230459	190	14	17
dDocent_Contig_2964	69	0	190	11	18
dDocent_Contig_2968	16	0.00946713	190	21	29
dDocent_Contig_2969	9	0	190	9	12
dDocent_Contig_2970	16	0	190	11	19
dDocent_Contig_2972	177	-0.00365286	190	21	29
dDocent_Contig_2973	100	-0.0184933	190	8	12
dDocent_Contig_2974	143	-0.00489795	190	18	25
dDocent_Contig_2975	135	-0.00780327	190	21	29
dDocent_Contig_2976	16	-0.0198726	190	19	23
dDocent_Contig_2979	18	0.0431108	190	21	29
dDocent_Contig_298	9	-0.0134882	190	14	27
dDocent_Contig_2980	28	0.00628886	190	15	18
dDocent_Contig_2982	49	-0.0231014	190	16	15
dDocent_Contig_2984	14	0.105511	190	21	29
dDocent_Contig_2987	63	0.291109	190	11	14
dDocent_Contig_2989	63	0.285572	190	12	23
dDocent_Contig_2990	49	-0.0256731	190	13	25
dDocent_Contig_2991	11	0.701501	190	12	24
dDocent_Contig_2994	50	0.0661964	190	21	29
dDocent_Contig_2997	23	0.287229	190	8	17
dDocent_Contig_2998	11	0.0188679	190	6	3
dDocent_Contig_3	15	-0.0128827	190	10	14
dDocent_Contig_3000	23	-0.0174197	190	7	9
dDocent_Contig_3002	13	0.133637	190	21	29
dDocent_Contig_3003	140	-0.0295352	190	13	20
dDocent_Contig_3009	21	0.00854851	190	19	26
dDocent_Contig_3012	171	1.20E-16	190	6	6
dDocent_Contig_3014	143	0	190	7	11
dDocent_Contig_3020	48	-0.0226013	190	15	16
dDocent_Contig_3021	9	0.0510779	190	16	23
dDocent_Contig_3024	52	-0.00992304	190	17	29
dDocent_Contig_3025	70	0.0615276	190	15	23
dDocent_Contig_3030	41	0.0212115	190	8	11
dDocent_Contig_3031	102	0.13	190	21	29
dDocent_Contig_3033	70	0.0776035	190	17	22
dDocent_Contig_3034	84	0.0336489	190	13	20
dDocent_Contig_3038	31	1	190	5	1
dDocent_Contig_304	9	0.0343872	190	8	11
dDocent_Contig_3040	184	0.707705	190	8	12
dDocent_Contig_3043	86	0.00987235	190	21	29
dDocent_Contig_3046	176	0.00078596	190	21	29
dDocent_Contig_3047	55	0.156177	190	7	5
dDocent_Contig_3049	185	0.138049	190	21	29
dDocent_Contig_305	9	0.0130295	190	11	17
dDocent_Contig_3051	17	0.0831647	190	15	18
dDocent_Contig_3053	47	0.519092	190	11	20
dDocent_Contig_3055	12	0.138924	190	20	22
dDocent_Contig_3059	19	-0.000433056	190	21	29
dDocent_Contig_3060	43	-0.00428631	190	21	29
dDocent_Contig_3061	66	-0.0114689	190	21	29
dDocent_Contig_3063	32	-0.0162262	190	12	24
dDocent_Contig_3065	34	0.00871931	190	20	28
dDocent_Contig_3066	140	0.0225588	190	19	27
dDocent_Contig_3067	44	0.219494	190	14	21
dDocent_Contig_3069	38	-0.0135662	190	21	29
dDocent_Contig_307	43	0.297187	190	21	29
dDocent_Contig_3070	41	0.0697502	190	8	21
dDocent_Contig_308	13	0.00745933	190	19	25
dDocent_Contig_3080	20	0.22889	190	21	29
dDocent_Contig_3087	19	0.0128788	190	18	28
dDocent_Contig_3089	169	0.163598	190	14	12
dDocent_Contig_3090	140	0.0126192	190	21	29
dDocent_Contig_3091	15	0.0272808	190	21	29
dDocent_Contig_3092	28	-0.0128485	190	21	29
dDocent_Contig_3093	16	0.0460484	190	21	29
dDocent_Contig_3095	22	0.102357	190	11	22
dDocent_Contig_3096	25	0.00203273	190	15	28
dDocent_Contig_3097	39	0.122702	190	21	29
dDocent_Contig_3098	81	0.203184	190	11	18
dDocent_Contig_31	17	0.011225	190	14	21
dDocent_Contig_310	40	0.0336489	190	13	20
dDocent_Contig_3103	10	0.0150183	190	21	29
dDocent_Contig_3104	50	0.0299032	190	21	29
dDocent_Contig_3105	10	-0.0228358	190	7	11
dDocent_Contig_3107	9	-0.0135681	190	13	23
dDocent_Contig_3108	37	0.0702341	190	9	12
dDocent_Contig_3109	8	0.236055	190	21	29
dDocent_Contig_311	32	0	190	19	27
dDocent_Contig_3111	13	0.0205899	190	16	22
dDocent_Contig_3112	24	0.0326635	190	8	13
dDocent_Contig_3114	10	-0.00770335	190	19	29
dDocent_Contig_3116	39	0.272216	190	21	29
dDocent_Contig_312	134	0.281968	190	9	6
dDocent_Contig_3122	64	0.185693	190	10	24
dDocent_Contig_3125	25	-0.00579701	190	21	29
dDocent_Contig_3128	8	0.0574374	190	8	16
dDocent_Contig_3131	67	0.00596421	190	10	5
dDocent_Contig_3134	47	0.0304939	190	9	15
dDocent_Contig_3135	38	0.049641	190	9	20
dDocent_Contig_3136	79	0.0465332	190	11	27
dDocent_Contig_3137	10	0.0106367	190	19	28
dDocent_Contig_3142	81	0.274055	190	21	29
dDocent_Contig_3143	10	-0.0289102	190	16	26
dDocent_Contig_3144	61	-0.00365286	190	21	29
dDocent_Contig_3145	31	0	190	15	19
dDocent_Contig_3159	28	0.0460425	190	9	19
dDocent_Contig_3162	112	0.197345	190	21	29
dDocent_Contig_3167	43	0.0210226	190	15	27
dDocent_Contig_3168	48	0	190	7	17
dDocent_Contig_3169	43	0.011225	190	14	21
dDocent_Contig_317	8	-0.0232146	190	17	24
dDocent_Contig_3171	9	-0.0196944	190	20	28
dDocent_Contig_3176	8	0.133007	190	11	21
dDocent_Contig_3178	10	0.754312	190	21	29
dDocent_Contig_3180	30	0.0221857	190	7	2
dDocent_Contig_3181	60	0	190	6	7
dDocent_Contig_3184	11	0.151767	190	7	15
dDocent_Contig_3186	63	-0.000393163	190	12	25
dDocent_Contig_3187	80	0.181628	190	14	28
dDocent_Contig_3190	61	0	190	7	18
dDocent_Contig_3191	113	0.0909953	190	10	14
dDocent_Contig_3192	8	0.0214667	190	9	19
dDocent_Contig_3194	183	0.441013	190	21	29
dDocent_Contig_3196	35	0	190	10	18
dDocent_Contig_3198	19	0.00795021	190	21	29
dDocent_Contig_32	8	0.0460351	190	17	25
dDocent_Contig_3200	30	0.277021	190	18	21
dDocent_Contig_3201	127	0.0798475	190	18	28
dDocent_Contig_3207	58	0.637242	190	5	14
dDocent_Contig_3209	24	0.703161	190	6	9
dDocent_Contig_321	16	0	190	15	22
dDocent_Contig_3210	65	0.00775477	190	20	27
dDocent_Contig_3211	68	0.0889598	190	12	17
dDocent_Contig_3215	79	0.237795	190	7	8
dDocent_Contig_3216	157	-0.027284	190	7	5
dDocent_Contig_3217	100	-0.0198203	190	21	29
dDocent_Contig_3219	11	0.0209221	190	7	21
dDocent_Contig_3221	18	0.3311	190	21	29
dDocent_Contig_3223	53	-0.0216519	190	20	24
dDocent_Contig_3227	9	0	190	12	6
dDocent_Contig_323	36	0.00987235	190	21	29
dDocent_Contig_3230	121	0.2509	190	16	23
dDocent_Contig_3231	42	0.20098	190	21	29
dDocent_Contig_3232	64	-0.00899649	190	21	29
dDocent_Contig_3236	61	0.0114852	190	11	14
dDocent_Contig_3237	10	0.0170241	190	19	26
dDocent_Contig_3238	81	0.236031	190	21	29
dDocent_Contig_3239	22	-0.0157129	190	21	29
dDocent_Contig_3240	16	-0.00208993	190	16	15
dDocent_Contig_3241	145	-0.00500278	190	4	8
dDocent_Contig_3243	38	0.289706	190	21	29
dDocent_Contig_3244	49	0.0902527	190	6	14
dDocent_Contig_3246	10	0.0833333	190	7	7
dDocent_Contig_325	34	0.0423009	190	19	27
dDocent_Contig_3250	22	0.0304615	190	7	10
dDocent_Contig_3253	28	0.17001	190	14	26
dDocent_Contig_3254	30	0.00822256	190	20	28
dDocent_Contig_3255	11	0.173133	190	19	28
dDocent_Contig_3256	20	0.0029628	190	13	14
dDocent_Contig_3258	10	-0.0225143	190	21	29
dDocent_Contig_326	46	0.0364311	190	20	26
dDocent_Contig_3260	15	-0.348837	190	14	1
dDocent_Contig_3264	50	-0.00876742	190	18	29
dDocent_Contig_3266	50	0	190	20	21
dDocent_Contig_3270	9	0.0304034	190	16	15
dDocent_Contig_3271	144	0.116502	190	16	20
dDocent_Contig_3274	48	0.030968	190	21	29
dDocent_Contig_3279	73	0.0273862	190	7	10
dDocent_Contig_328	59	0.0370274	190	21	29
dDocent_Contig_3280	147	0	190	15	23
dDocent_Contig_3281	13	-1.26E-05	190	18	28
dDocent_Contig_3282	38	0.02386	190	14	26
dDocent_Contig_3285	18	-1.43E-17	190	11	11
dDocent_Contig_3287	18	0.0370274	190	21	29
dDocent_Contig_3288	36	0.00571921	190	13	15
dDocent_Contig_329	28	-0.00449914	190	21	29
dDocent_Contig_3290	38	0.145629	190	13	11
dDocent_Contig_3293	63	-0.00194197	190	21	29
dDocent_Contig_3296	58	0.112524	190	16	19
dDocent_Contig_3298	150	0.063252	190	15	25
dDocent_Contig_3301	27	0.608132	190	11	19
dDocent_Contig_3305	11	0.0151251	190	21	29
dDocent_Contig_3306	26	0.138263	190	16	17
dDocent_Contig_3307	40	0.137976	190	12	25
dDocent_Contig_3310	56	0.102357	190	11	22
dDocent_Contig_3311	47	0.0395028	190	20	28
dDocent_Contig_3313	14	0.674342	190	6	9
dDocent_Contig_3314	8	0.029355	190	11	20
dDocent_Contig_3318	75	0.161233	190	7	14
dDocent_Contig_3319	72	0.0658428	190	21	29
dDocent_Contig_3325	66	-0.025611	190	16	24
dDocent_Contig_3333	158	0.491232	190	13	25
dDocent_Contig_3335	156	0.0312234	190	20	28
dDocent_Contig_3336	8	0.243743	190	21	29
dDocent_Contig_3337	34	0.113881	190	9	8
dDocent_Contig_3338	25	0.00795021	190	21	29
dDocent_Contig_3339	105	0	190	7	5
dDocent_Contig_3340	12	0.00987235	190	21	29
dDocent_Contig_3343	23	-0.0234747	190	15	28
dDocent_Contig_3344	14	0.276318	190	21	29
dDocent_Contig_3346	68	-0.00770335	190	19	29
dDocent_Contig_3348	18	0.0148131	190	15	11
dDocent_Contig_3349	128	0.592876	190	8	13
dDocent_Contig_335	25	-0.0202259	190	15	28
dDocent_Contig_3351	14	0.0221205	190	19	18
dDocent_Contig_3352	139	0.188189	190	18	22
dDocent_Contig_3354	39	-0.00629364	190	19	26
dDocent_Contig_3356	65	0.0305225	190	9	19
dDocent_Contig_336	23	0.00078596	190	21	29
dDocent_Contig_3362	12	0.750321	190	13	23
dDocent_Contig_3364	40	-0.0263924	190	19	27
dDocent_Contig_3365	108	0.202294	190	21	29
dDocent_Contig_3366	171	0.24831	190	21	29
dDocent_Contig_3368	13	0.118437	190	5	23
dDocent_Contig_3369	106	0.303898	190	21	29
dDocent_Contig_3370	30	0.432321	190	21	29
dDocent_Contig_3372	83	-0.0740741	190	6	3
dDocent_Contig_3373	56	-0.00770335	190	19	29
dDocent_Contig_3375	53	0	190	21	29
dDocent_Contig_3377	17	0.00669537	190	12	14
dDocent_Contig_3379	24	0.00554525	190	16	19
dDocent_Contig_3382	13	0.00571921	190	13	15
dDocent_Contig_3383	19	0.0166928	190	17	29
dDocent_Contig_3384	61	-0.0406464	190	10	12
dDocent_Contig_3385	56	0.0829181	190	21	29
dDocent_Contig_3387	47	0.42575	190	8	16
dDocent_Contig_3394	12	0.369373	190	14	23
dDocent_Contig_3403	44	0.300377	190	8	17
dDocent_Contig_3409	14	-0.0529695	190	4	8
dDocent_Contig_3412	100	0.133327	190	9	23
dDocent_Contig_3413	40	0.00775477	190	20	27
dDocent_Contig_3415	35	0.0222158	190	14	25
dDocent_Contig_3419	22	0	190	10	17
dDocent_Contig_3420	181	0.313195	190	21	29
dDocent_Contig_3421	69	0.00694444	190	12	13
dDocent_Contig_3422	11	0.0356357	190	21	28
dDocent_Contig_3426	14	0.624093	190	19	4
dDocent_Contig_3427	21	-0.00879198	190	21	29
dDocent_Contig_3428	17	0.119214	190	9	17
dDocent_Contig_3429	28	0.0235403	190	13	23
dDocent_Contig_3433	158	-0.0145937	190	12	21
dDocent_Contig_3439	39	-0.0106925	190	21	29
dDocent_Contig_344	14	0.0657237	190	10	13
dDocent_Contig_3440	115	0.140408	190	18	24
dDocent_Contig_3442	10	-0.0138796	190	17	24
dDocent_Contig_3443	33	0.216667	190	11	11
dDocent_Contig_3445	51	-0.0172219	190	14	9
dDocent_Contig_3452	63	0	190	6	4
dDocent_Contig_3453	14	0.0423453	190	9	18
dDocent_Contig_3456	139	0.00960655	190	19	27
dDocent_Contig_3458	15	0.0432782	190	21	29
dDocent_Contig_3459	26	0.0361297	190	19	17
dDocent_Contig_3460	16	-0.0259547	190	12	19
dDocent_Contig_3461	20	0.150336	190	21	29
dDocent_Contig_3467	28	0.133413	190	21	29
dDocent_Contig_3470	30	0.386876	190	19	24
dDocent_Contig_3472	55	0.0859161	190	17	25
dDocent_Contig_3474	16	-0.0900879	190	14	3
dDocent_Contig_3476	43	0.0106367	190	19	28
dDocent_Contig_3477	17	0.267022	190	8	10
dDocent_Contig_3478	177	-0.0181191	190	10	18
dDocent_Contig_3482	51	-0.00155644	190	21	29
dDocent_Contig_3486	134	0.0756377	190	12	19
dDocent_Contig_3488	39	0.725328	190	21	29
dDocent_Contig_3489	78	-0.0245778	190	21	29
dDocent_Contig_349	103	-0.00579701	190	21	29
dDocent_Contig_3491	10	0.449432	190	17	28
dDocent_Contig_3492	22	-0.0574506	190	9	17
dDocent_Contig_3496	65	-0.0260116	190	5	4
dDocent_Contig_3499	130	0.0130326	190	21	29
dDocent_Contig_35	14	0.00677687	190	21	29
dDocent_Contig_3501	83	0	190	7	6
dDocent_Contig_3503	11	0.299108	190	21	29
dDocent_Contig_3506	37	1.20E-16	190	6	6
dDocent_Contig_3509	54	0.0209786	190	11	17
dDocent_Contig_3510	61	-0.218885	190	9	2
dDocent_Contig_3511	11	0	190	7	14
dDocent_Contig_3516	120	0.0960118	190	8	5
dDocent_Contig_3517	10	0.015328	190	13	19
dDocent_Contig_3526	35	0.156338	190	12	20
dDocent_Contig_3537	34	0.894576	190	21	29
dDocent_Contig_3539	61	-0.0114088	190	21	29
dDocent_Contig_3541	80	-0.011236	190	9	10
dDocent_Contig_3543	160	0	190	6	13
dDocent_Contig_3551	26	-0.0216168	190	21	29
dDocent_Contig_3552	141	0.0106376	190	18	26
dDocent_Contig_3553	84	-0.0769231	190	6	15
dDocent_Contig_3554	35	0.00355278	190	10	19
dDocent_Contig_3559	30	0.0133638	190	15	22
dDocent_Contig_3561	106	-0.0158674	190	21	29
dDocent_Contig_3564	132	-0.0195779	190	21	29
dDocent_Contig_3567	17	0.01671	190	21	29
dDocent_Contig_3571	13	0	190	6	10
dDocent_Contig_3573	43	0.0215085	190	21	29
dDocent_Contig_3574	13	0.0397245	190	20	15
dDocent_Contig_3579	10	0.0361298	190	21	29
dDocent_Contig_3583	35	-0.0171073	190	6	5
dDocent_Contig_3584	9	0.201237	190	21	29
dDocent_Contig_3585	47	0.464487	190	21	29
dDocent_Contig_3588	26	0.264745	190	21	29
dDocent_Contig_3590	121	0.100696	190	9	19
dDocent_Contig_3591	24	0	190	17	22
dDocent_Contig_3593	26	0.122702	190	21	29
dDocent_Contig_3595	30	0	190	17	1
dDocent_Contig_3599	120	0	190	10	11
dDocent_Contig_36	9	0.00899369	190	21	29
dDocent_Contig_3600	8	-0.0053639	190	21	29
