Locus,H,FST,p,quantile
4404,0.033535326,-0.043675553,0.002019637,0.99798036
4405,0.13310606,0.043824701,0.3356635,0.6643365
4406,0.19473654,-0.065213025,1.19E-05,0.99998814
4407,0.087066667,0.035222052,0.3945662,0.6054338
4408,0.24069755,-0.020852638,0.057666333,0.94233367
4409,0.10014861,0.10963091,0.16893744,0.16893744
4410,0,0,-1,-1
4411,0.0836823,0.009860592,0.23392982,0.76607018
4412,0.051946954,0.008583691,0.37842942,0.62157058
4413,0.091615828,0.049090434,0.48612321,0.51387679
4414,0.1232,-0.21212121,1.31E-54,1
4415,0,0,-1,-1
4416,0.41160156,-0.020820144,0.063338597,0.9366614
4417,0.33884092,0.24031875,0.26145334,0.26145334
4418,0.50060111,-0.017518693,0.094802478,0.90519752
4419,0.055598958,0.055737705,0.16809167,0.16809167
4420,0,0,-1,-1
4421,0.85450883,0.66256376,1.67E-16,1
4422,0.24860193,-0.060332542,5.32E-05,0.99994678
4423,0.074621778,0.06695243,0.23671458,0.23671458
4424,0.201335,0.037617737,0.29611647,0.70388353
4425,0.22589474,0.13513514,0.42467239,0.42467239
4426,0.73939931,0.57405281,0.02543856,0.97456144
4427,0.41553371,0.074789523,0.44774056,0.55225944
4428,0.15691036,0.003484321,0.18840622,0.81159378
4429,0.50060111,-0.017518693,0.094802478,0.90519752
4430,0.052765152,-0.32663317,1.24E-134,1
4431,0,0,-1,-1
4432,0,0,-1,-1
4433,0,0,-1,-1
4434,0.31392456,0.18518807,0.36941286,0.36941286
4435,0.18,0.15384615,0.24444375,0.24444375
4436,0.32238243,-0.058490566,9.59E-05,0.99990408
4437,0.026598412,0.013098989,0.36797391,0.36797391
4438,0.067349112,0.07896679,0.12139829,0.12139829
4439,0.019885922,-0.005736636,0.27170825,0.72829175
4440,0.59331567,0.29384464,0.2350075,0.7649925
4441,0.33472658,0.36852177,0.079595756,0.079595756
4442,0.019716899,-0.014358295,0.12929448,0.87070552
4443,0.07094697,0.013347571,0.28662516,0.71337484
4444,0.053265625,0.014373717,0.44174139,0.55825861
4445,0.049898291,0.039757922,0.22838802,0.22838802
4446,0.27306481,0.32860873,0.067563636,0.067563636
4447,0.15110907,0.1825149,0.10308865,0.10308865
4448,0.31666667,0.36842105,0.061755704,0.061755704
4449,0.49955177,-0.018525394,0.08963146,0.91036854
4450,0.11527215,0.011188279,0.21831064,0.78168936
4451,0.54509804,0.5971223,0.022889235,0.022889235
4452,0,0,-1,-1
4453,0.52187968,0.070261164,0.3490652,0.6509348
4454,0.25114683,0.18269661,0.29754586,0.29754586
4455,0.053863795,0.056760638,0.14835041,0.14835041
4456,0.29,0.2,0.3308783,0.3308783
4457,0.14,0.090909091,0.41504037,0.41504037
4458,0.11353125,0.13680154,0.11649174,0.11649174
4459,0.10283597,0.1263799,0.10387775,0.10387775
4460,0.899,0.56989247,4.40E-92,1
4461,0.061065163,0.053834052,0.23211722,0.23211722
4462,0.27469146,0.32791728,0.071165322,0.071165322
4463,0.39337014,0.12108201,0.48154661,0.48154661
4464,0.14494533,0.1754671,0.10520009,0.10520009
4465,0.11119826,-0.090909091,5.38E-10,1
4466,0.099361784,0.11592633,0.13911198,0.13911198
4467,0.26863715,0.28342004,0.14726059,0.14726059
4468,0.51169497,0.028625407,0.30291999,0.69708001
4469,0.022164408,0.002668468,0.44545636,0.55454364
4470,0.50782151,0.030569187,0.33684471,0.66315529
4471,0.41820177,0.32892402,0.15585978,0.15585978
4472,0.055494497,-0.070422535,2.19E-06,0.99999781
4473,0,0,-1,-1
4474,0.18533936,0.24983833,0.031988611,0.031988611
4475,0.023094653,-0.004561529,0.28653131,0.71346869
4476,0,0,-1,-1
4477,0.027477528,-0.005150391,0.26333841,0.73666159
4478,0.31378488,0.055809698,0.38245165,0.61754835
4480,0.091054041,0.048600884,0.48505256,0.51494744
4481,0.88714203,0.85405529,0.40442209,0.59557791
4482,0.50044244,0.18408527,0.25379764,0.25379764
4483,0,0,-1,-1
4484,0.15259516,0.19047619,0.085882797,0.085882797
4485,0.028786218,-0.007426542,0.2209851,0.7790149
4486,0.076831956,0.053424166,0.36411524,0.36411524
4487,0.023581197,0.010511055,0.39544274,0.39544274
4488,0.022192873,-0.005173688,0.27730347,0.72269653
4489,0.10403428,0.03461726,0.32568554,0.67431446
4490,0.52596646,0.16905824,0.39774134,0.39774134
4491,0.04032163,0.032172295,0.21076557,0.21076557
4492,0.11299098,0.027402547,0.27921581,0.72078419
4493,0.50053918,-0.010549118,0.14618907,0.85381093
4494,0.51195124,0.065068613,0.42664092,0.57335908
4495,0.49440906,-0.013333534,0.13796959,0.86203041
4496,0.13191316,0.14537076,0.16072982,0.16072982
4497,0.053603693,0.020589872,0.48255931,0.48255931
4498,0.10088536,0.10948847,0.17227824,0.17227824
4499,0.026743322,0.018446533,0.28303396,0.28303396
4500,0.12967681,0.078046237,0.45636005,0.45636005
4501,0.34427916,0.40851382,0.040074981,0.040074981
4502,0.2571941,0.013020103,0.22900608,0.77099392
4503,0.081730145,0.09279078,0.1436508,0.1436508
4504,0.025120456,0.016503446,0.30031452,0.30031452
4505,0.064899408,0.044201313,0.34287591,0.34287591
4506,0.052765152,-0.32663317,1.24E-134,1
4508,0.063598562,0.015651098,0.33827856,0.66172144
4509,0.12067807,0.046393703,0.35472364,0.64527636
4510,0.49899503,-0.011223777,0.14501166,0.85498834
4511,0.050127019,0.016218982,0.49592475,0.49592475
4512,0.18366173,-0.027740187,0.028268882,0.97173112
4513,0.071367187,0.027355623,0.4198105,0.5801895
4514,0.029831349,-0.005653475,0.24905519,0.75094481
4515,0.027934483,-0.00234539,0.31514482,0.68485518
4517,0.16821821,0.090663058,0.47495563,0.52504437
4518,0.18073905,0.1198044,0.40533904,0.40533904
4519,0.14396122,0.080368251,0.49975418,0.49975418
4520,0,0,-1,-1
4521,0.50255333,0.41074696,0.065141994,0.065141994
4522,0.020158597,0.007867446,0.42694457,0.42694457
4523,0.1115625,0.12156863,0.16467395,0.16467395
4524,0.12090909,-0.052631579,0.000400985,0.99959902
4525,0.48632595,-0.009745567,0.18241543,0.81758457
4526,0.087417931,0.10536779,0.11480071,0.11480071
4527,0.057029885,0.051918736,0.20478331,0.20478331
4528,0.77742704,0.68200417,0.2689938,0.7310062
4529,0.026560062,0.011673994,0.39370677,0.39370677
4530,0.03072619,-0.048689139,0.00067944,0.99932056
4531,0.11757576,0.092783505,0.31392969,0.31392969
4532,0.49969098,-0.020348202,0.077264395,0.92273561
4533,0.56130799,0.31913721,0.35108897,0.35108897
4534,0.50750785,0.22319713,0.21790293,0.21790293
4535,0.062151724,-0.029738127,0.025981783,0.97401822
4536,0.087066667,0.035222052,0.3945662,0.6054338
4537,0.057332237,-0.011647255,0.12261339,0.87738661
4538,0.020158597,0.007867446,0.42694457,0.42694457
4539,0.53346037,0.40712985,0.12640716,0.12640716
4540,0.10945055,-0.012048193,0.10405745,0.89594255
4541,0,0,-1,-1
4542,0,0,-1,-1
4543,0,0,-1,-1
4544,0.023094653,-0.004561529,0.28653131,0.71346869
4545,0.49802977,-0.014936415,0.11843057,0.88156943
4546,0.044560514,0.034668957,0.22409403,0.22409403
4547,0.17008995,0.16824197,0.20172321,0.20172321
4548,0.18559114,0.23771314,0.058714159,0.058714159
4549,0.39546055,-0.013145229,0.10602844,0.89397156
4550,0.061645022,0.062734082,0.17383602,0.17383602
4551,0.080456513,0.096067306,0.12485258,0.12485258
4552,0.4853134,0.019536111,0.38613448,0.61386552
4553,0.070833333,0.068235294,0.20014142,0.20014142
4554,0.067025334,0.064068046,0.20035746,0.20035746
4555,0.14766667,0.060948081,0.38704182,0.61295818
4556,0.23550402,0.11256652,0.48974511,0.48974511
4557,0.17412146,0.1875,0.16686888,0.16686888
4558,0.07,8.33E-17,0.18942407,0.81057593
4559,0.067481061,-0.037328094,0.008877975,0.99112202
4560,0.17152893,0.23681041,0.022924715,0.022924715
4561,0.15275,-0.021276596,0.054652696,0.9453473
4562,0.27896739,0.18644068,0.36164456,0.36164456
4563,0.28542309,0.28561337,0.14714482,0.14714482
4564,0,0,-1,-1
4565,0.094187364,0.067357513,0.36871812,0.36871812
4566,0.50964912,0.018529864,0.27624504,0.72375496
4567,0.15272727,0.14285714,0.23408371,0.23408371
4568,0,0,-1,-1
4569,0.029969417,-0.018582244,0.080321725,0.91967827
4570,0.10337369,0.051042416,0.44437325,0.55562675
4571,0.19710165,0.22726322,0.117111,0.117111
4572,0.026736906,-0.032993401,0.012413788,0.98758621
4573,0.54567033,0.59400677,0.024974085,0.024974085
4574,0.086873684,0.083969466,0.21305841,0.21305841
4575,0.49840534,-0.019065268,0.087672049,0.91232795
4576,0.072289283,0.073769735,0.17823969,0.17823969
4577,0.039421488,0.031446541,0.21134157,0.21134157
4578,0.052557275,0.020096506,0.47469147,0.47469147
4579,0.50116256,-0.002478711,0.20325444,0.79674556
4580,0.10028152,-0.013768692,0.098287246,0.90171275
4581,0.27674457,-0.029870904,0.025025638,0.97497436
4582,0.063379121,0.053315995,0.24997457,0.24997457
4583,0.1232,-0.21212121,1.31E-54,1
4584,0.049781692,0.037508846,0.24728451,0.24728451
4585,0.48933046,0.1186686,0.33466605,0.33466605
4586,0,0,-1,-1
4587,0.28571429,0.35384615,0.035991591,0.035991591
4588,0.20976305,0.273906,0.030444394,0.030444394
4589,0.091759259,0.091826438,0.20085957,0.20085957
4590,0.38866879,0.11466663,0.49313518,0.49313518
4591,0,0,-1,-1
4592,0,0,-1,-1
4593,0.50782151,0.030569187,0.33684471,0.66315529
4594,0.021182692,0.008624603,0.41578897,0.41578897
4595,0.19460721,0.13455902,0.3638826,0.3638826
4596,0.17899704,0.24192989,0.034182598,0.034182598
4597,0,0,-1,-1
4598,0,0,-1,-1
4599,0.35318182,0.35135135,0.09766695,0.09766695
4600,0.080492863,0.084771596,0.1805773,0.1805773
4601,0.50196372,0.007867446,0.26433754,0.73566246
4602,0.32715924,0.21351767,0.31642704,0.31642704
4603,0.24108808,0.15119363,0.39630472,0.39630472
4604,0.054796875,0.041916168,0.25913682,0.25913682
4605,0.078533058,0.073927914,0.22416693,0.22416693
4606,0.062779738,-0.11757858,2.35E-16,1
4607,0.60048015,0.57458092,0.08649796,0.08649796
4608,0.52641119,0.080800764,0.32795363,0.67204637
4609,0.11639542,0.10961822,0.23767005,0.23767005
4610,0,0,-1,-1
4611,0.48925962,0.56087495,0.00916059,0.00916059
4612,0.348,0.26315789,0.2197405,0.2197405
4613,0,0,-1,-1
4614,0,0,-1,-1
4615,0.31708689,-0.058650547,9.33E-05,0.99990672
4616,0.067349112,0.07896679,0.12139829,0.12139829
4617,0.15110907,0.1825149,0.10308865,0.10308865
4618,0.50116256,-0.002478711,0.20325444,0.79674556
4619,0.48706378,-0.020497767,0.089910691,0.91008931
4620,0.42,0.46666667,0.045691096,0.045691096
4621,0.049984375,-0.050328228,0.000616605,0.9993834
4622,0.50295578,-0.004996012,0.17985936,0.82014064
4623,0.10952083,0.10519308,0.22242837,0.22242837
4624,0.0749,-0.12149533,1.73E-17,1
4625,0.052901042,0.007580979,0.35504433,0.64495567
4626,0.5351516,0.11154949,0.30187987,0.69812013
4627,0.04049982,0.036430521,0.17565142,0.17565142
4628,0.32544229,-0.040394089,0.005402888,0.99459711
4629,0.25904379,0.17329094,0.36420996,0.36420996
4630,0.11639542,0.10961822,0.23767005,0.23767005
4631,0.12369098,0.14815247,0.11605993,0.11605993
4632,0.1687262,-0.005433848,0.14122491,0.85877509
4633,0,0,-1,-1
4634,0.10846023,0.096442978,0.25706118,0.25706118
4635,0.49456136,-0.012917651,0.14106432,0.85893568
4636,0.020140825,0.006991999,0.4461862,0.4461862
4637,0.027228099,-0.014358295,0.12416224,0.87583776
4638,0.49413138,0.053382269,0.49588841,0.50411159
4639,0,0,-1,-1
4640,0.50751069,0.009554788,0.24704706,0.75295294
4641,0.15741223,0.002325581,0.18393965,0.81606035
4642,0.11291268,-0.016837605,0.077561792,0.92243821
4643,0.057496552,0.05961377,0.16196971,0.16196971
4644,0.25620233,-0.009612025,0.12171596,0.87828404
4645,0.058737185,-0.004889673,0.17115764,0.82884236
4646,0,0,-1,-1
4647,0.25131451,0.16728625,0.36184765,0.36184765
4648,0.11789819,0.071455798,0.46302629,0.46302629
4649,0.030060506,-0.015495732,0.10978799,0.89021201
4650,0.042742105,0.017362394,0.40318184,0.40318184
4651,0.065484685,0.018111753,0.35565322,0.64434678
4652,0.043159041,-0.081272085,2.98E-08,0.99999997
4653,0.047448257,0.016472479,0.46345183,0.46345183
4654,0,0,-1,-1
4655,0.52634102,0.086726703,0.34691387,0.65308613
4656,0.023212963,-0.005185481,0.27397577,0.72602423
4657,0.040441347,0.035037335,0.18660913,0.18660913
4658,0.097154167,0.13539478,0.056008643,0.056008643
4659,0.39939487,-0.01598168,0.089600547,0.91039945
4660,0.63434382,0.4505653,0.42381114,0.57618886
4661,0.098484718,0.05586919,0.49676087,0.49676087
4662,0,0,-1,-1
4663,0.031758418,-0.014604151,0.11856608,0.88143392
4664,0.20677632,0.19821826,0.18166145,0.18166145
4665,0.093398268,0.10776362,0.13932788,0.13932788
4666,0.17802105,0.20529801,0.12905142,0.12905142
4667,0.20580937,0.084103919,0.43320539,0.56679461
4668,0.048687364,0.041503524,0.20313502,0.20313502
4669,0.065691333,0.055723696,0.25005526,0.25005526
4670,0.099361784,0.11592633,0.13911198,0.13911198
4671,0.39390032,0.1655491,0.41218637,0.41218637
4672,0.25133333,0.17948718,0.31208077,0.31208077
4673,0.13409341,0.17393977,0.075251088,0.075251088
4674,0.065435503,0.052031903,0.27706011,0.27706011
4675,0.11015862,0.070498821,0.43471116,0.43471116
4676,0.17189011,0.11392405,0.40588825,0.40588825
4677,0.27642389,0.32607011,0.077255788,0.077255788
4678,0.12004653,0.058368685,0.42691811,0.57308189
4679,0.079320478,0.083121093,0.18226825,0.18226825
4680,0.51059684,0.022228778,0.28540699,0.71459301
4681,0.50543108,0.052313607,0.43190444,0.56809556
4682,0.061540932,0.026938419,0.47937132,0.52062868
4683,0.16726155,-0.009013883,0.12290871,0.87709129
4684,0,0,-1,-1
4685,0.039629764,0.008365391,0.47581408,0.52418592
4686,0.15904209,0.12279705,0.31286923,0.31286923
4687,0.47461359,-0.005867466,0.23066609,0.76933391
4688,0.15904209,0.12279705,0.31286923,0.31286923
4689,0.057403846,-0.045226131,0.002138063,0.99786194
4690,0.59613289,0.30200536,0.22775205,0.77224795
4691,0,0,-1,-1
4692,0.047207368,0.011453744,0.46587101,0.53412899
4693,0.2348864,0.006842352,0.20535217,0.79464783
4694,0,0,-1,-1
4695,0.062610688,-0.022327976,0.055287619,0.94471238
4696,0.047830491,0.010987274,0.45302102,0.54697898
4697,0.026437878,0.007106396,0.48315185,0.48315185
4698,0.12090909,-0.052631579,0.000400985,0.99959902
4699,0.51642311,0.044130953,0.32031937,0.67968063
4700,0.49746489,0.008941732,0.28992051,0.71007949
4701,1,1,2,
4702,0.062045455,-0.12820513,1.90E-19,1
4703,0.078893405,-0.014026457,0.099104089,0.90089591
4704,0.049590793,0.058965102,0.10852353,0.10852353
4705,0,0,-1,-1
4706,0.052232717,-0.009468318,0.15226767,0.84773233
4707,0.14453179,0.10028352,0.3666615,0.3666615
4708,0.029969417,-0.018582244,0.080321725,0.91967827
4709,0.54584974,0.18371081,0.37905261,0.62094739
4710,0.49955177,-0.018525394,0.08963146,0.91036854
4711,0.13198173,0.13087675,0.20864809,0.20864809
4712,0.071527398,0.029534192,0.442291,0.557709
4713,0.17475976,0.11262799,0.4291971,0.4291971
4714,0.057686257,-0.005438777,0.17203758,0.82796242
4715,0.31133437,0.001605888,0.1994535,0.8005465
4716,0.087158139,0.036442248,0.40414206,0.59585794
4717,0.17327188,0.21222068,0.090976497,0.090976497
4718,0.21108471,0.26785103,0.042985025,0.042985025
4719,0.40982961,-0.029498691,0.025890792,0.97410921
4720,0.048687364,0.041503524,0.20313502,0.20313502
4721,0.50440007,0.004651368,0.23555196,0.76444804
4722,0.053603693,0.020589872,0.48255931,0.48255931
4724,0.047956824,-0.007851013,0.18055598,0.81944402
4725,0,0,-1,-1
4726,0.020158597,0.007867446,0.42694457,0.42694457
4727,0,0,-1,-1
4728,0.055337316,0.051273108,0.19294815,0.19294815
4729,0.1119694,-0.0081213,0.12650578,0.87349422
4730,0.055598958,0.055737705,0.16809167,0.16809167
4731,0,0,-1,-1
4732,0.074962027,-0.02976114,0.024297693,0.97570231
4733,0.047632275,0.048264371,0.14866415,0.14866415
4734,0.50236833,-0.003462598,0.19245042,0.80754958
4735,0,0,-1,-1
4736,0,0,-1,-1
4737,0.028508506,0.017836984,0.30385818,0.30385818
4738,0,0,-1,-1
4739,0.32155473,0.38560699,0.042246589,0.042246589
4740,0.10621528,0.077345538,0.36327224,0.36327224
4741,0.084,0.068965517,0.28886373,0.28886373
4742,0.021162286,0.007668658,0.43625604,0.43625604
4743,0.49969098,-0.020348202,0.077264395,0.92273561
4744,0.023015068,-0.008035239,0.22196522,0.77803478
4745,0.17557169,0.1186686,0.39529916,0.39529916
4746,0.20845941,-0.034780874,0.011501016,0.98849898
4747,0.03056677,0.018542037,0.30683168,0.30683168
4748,0.4927831,-0.020011481,0.088236638,0.91176336
4749,0.19293851,0.12264267,0.42397747,0.42397747
4750,0.19780315,0.038586621,0.30264398,0.69735602
4751,0.033009198,0.021251839,0.28528252,0.28528252
4752,0,0,-1,-1
4753,0.088421053,0.1,0.14255602,0.14255602
4754,0.51245342,0.40949033,0.079635837,0.079635837
4755,0.42192653,0.11998521,0.46193232,0.46193232
4756,0,0,-1,-1
4757,0.055856086,0.06008451,0.14612463,0.14612463
4758,0.060597527,0.009860592,0.28741776,0.71258224
4759,0.50260014,0.56703415,0.011398024,0.011398024
4760,0.32521015,0.24798964,0.22033886,0.22033886
4761,0.035553665,-0.019585451,0.071324283,0.92867572
4762,0.41083333,0.29411765,0.22001226,0.22001226
4763,0,0,-1,-1
4764,0.12927737,0.047486312,0.35280278,0.64719722
4765,0.059313187,-0.011579435,0.1189866,0.8810134
4766,0.026520631,0.010204544,0.4214371,0.4214371
4767,0.05422476,0.031807603,0.35625126,0.35625126
4768,0.21354824,0.15052678,0.32500819,0.32500819
4769,0.053603693,0.020589872,0.48255931,0.48255931
4770,0.072586957,0.077568134,0.16114155,0.16114155
4771,0.33590413,0.003398622,0.20149317,0.79850683
4772,0.057403846,-0.045226131,0.002138063,0.99786194
4773,0,0,-1,-1
4774,0.053603693,0.020589872,0.48255931,0.48255931
4775,0.10945055,-0.012048193,0.10405745,0.89594255
4776,0.051811996,0.019407559,0.47394239,0.47394239
4777,0.20045038,0.278798,0.013204439,0.013204439
4778,0.18054459,-0.014853761,0.087922934,0.91207707
4779,0.30925781,0.377542,0.036503956,0.036503956
4780,0.090194503,-0.023672771,0.045621213,0.95437879
4781,0,0,-1,-1
4782,0.1081875,0.029462738,0.28918913,0.71081087
4783,0,0,-1,-1
4784,0.25395651,0.3085046,0.073351746,0.073351746
4785,0.030213585,0.007069185,0.49600838,0.50399162
4786,0.55705721,0.41370573,0.185657,0.185657
4787,0.13310606,0.043824701,0.3356635,0.6643365
4788,0.053603693,0.020589872,0.48255931,0.48255931
4789,0.49440906,-0.013333534,0.13796959,0.86203041
4790,0.34348976,0.26451496,0.20608294,0.20608294
4791,0.49356854,-0.006164282,0.19909057,0.80090943
4792,0.084622967,0.059605794,0.37140998,0.37140998
4793,0.1005375,0.025239339,0.28246461,0.71753539
4794,0.49072342,-0.017857506,0.10683566,0.89316434
4795,0.07,8.33E-17,0.18942407,0.81057593
4796,0,0,-1,-1
4797,0.50751069,0.009554788,0.24704706,0.75295294
4798,0,0,-1,-1
4799,0.51260784,0.041674455,0.34401898,0.65598102
4800,0.20032344,0.22160024,0.13940949,0.13940949
4801,0.201335,0.037617737,0.29611647,0.70388353
4802,0.27115,0.14438503,0.45393498,0.45393498
4803,0.078126722,0.069111425,0.25033561,0.25033561
4804,0.63784124,0.41655736,0.22524454,0.77475546
4805,0.4919133,0.08335184,0.40797353,0.40797353
4806,0,0,-1,-1
4807,0.49840534,-0.019065268,0.087672049,0.91232795
4808,1,1,2,
4809,0.10222917,0.041369472,0.37371731,0.62628269
4810,0.052994505,-0.13219285,8.48E-21,1
4811,0.019885922,-0.005736636,0.27170825,0.72829175
4812,0.232,0.11111111,0.49275686,0.49275686
4813,0.047914793,-0.29460581,1.08E-108,1
4814,0.15994271,0.14656941,0.23687091,0.23687091
4815,0.17643921,-0.038214927,0.00709857,0.99290143
4816,0.081483686,0.021040474,0.30465748,0.69534252
4817,0.56825835,0.44489175,0.18271877,0.18271877
4818,0,0,-1,-1
4819,0.047268519,0.040940255,0.19533272,0.19533272
4820,0.042742105,0.017362394,0.40318184,0.40318184
4821,0.071994048,0.083257544,0.13186416,0.13186416
4822,0.49356854,-0.006164282,0.19909057,0.80090943
4823,0.49781256,0.000299086,0.23451304,0.76548696
4824,0.019867967,-0.006645505,0.25392282,0.74607718
4825,0.17675109,-0.039097041,0.006143515,0.99385649
4826,0.24601035,0.27469973,0.1205863,0.1205863
4827,0.50277201,0.003624058,0.23652586,0.76347414
4828,0.035435915,0.012301499,0.43390547,0.43390547
4829,0.63505854,-0.1838565,1.00E-07,1
4830,0.50009378,-0.016326277,0.10417439,0.89582561
